Sr. No.,Work Type,Work ID,State,IDA District,IDA Office,Hon'ble Members of Parliament,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount (INR)
113,Street lights,WS/MP18222/2025-2026/182255,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
114,Street lights,WS/MP18222/2025-2026/182258,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
115,Street lights,WS/MP18222/2025-2026/182257,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
116,Street lights,WS/MP18222/2025-2026/182259,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
117,Street lights,WS/MP18222/2025-2026/182263,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
118,Street lights,WS/MP18222/2025-2026/182264,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
119,Street lights,WS/MP18222/2025-2026/183845,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
120,Street lights,WS/MP18222/2025-2026/184031,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
121,Street lights,WS/MP18222/2025-2026/187362,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
122,Street lights,WS/MP18222/2025-2026/171626,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
123,Street lights,WS/MP18222/2025-2026/171624,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
124,Street lights,WS/MP18222/2025-2026/171625,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
125,Street lights,WS/MP18222/2025-2026/171728,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
126,Street lights,WS/MP18222/2025-2026/171724,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
127,Street lights,WS/MP18222/2025-2026/171727,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
128,Street lights,WS/MP18222/2025-2026/184334,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
129,Street lights,WS/MP18222/2025-2026/184338,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
130,Street lights,WS/MP18222/2025-2026/186924,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
131,Street lights,WS/MP18222/2025-2026/186925,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
132,Street lights,WS/MP18222/2025-2026/186926,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
133,Street lights,WS/MP18222/2025-2026/186942,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
134,Street lights,WS/MP18222/2025-2026/187363,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
135,Street lights,WS/MP18222/2025-2026/187364,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
136,Street lights,WS/MP18222/2025-2026/187365,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
137,Street lights,WS/MP18222/2025-2026/187588,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
138,Street lights,WS/MP18222/2025-2026/187595,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
139,Street lights,WS/MP18222/2025-2026/171619,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
140,Street lights,WS/MP18222/2025-2026/171622,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
141,Street lights,WS/MP18222/2025-2026/184543,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
142,Street lights,WS/MP18222/2025-2026/184472,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
143,Street lights,WS/MP18222/2025-2026/184544,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
144,Street lights,WS/MP18222/2025-2026/186921,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
145,Street lights,WS/MP18222/2025-2026/186922,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
146,Street lights,WS/MP18222/2025-2026/186923,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
147,Construction of veterinary hospitals and dispensaries,WS/MP18007/2024-2025/140066,Andhra Pradesh,Kakinada,DISTRICT COLLECTOR KAKINADA,Putta Mahesh Kumar,ELURU,2026-08-27,VIJAYA VIKRAM CONSTRUCTIONS,Payment In-Progress,1097173.0
148,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18156/2025-2026/213063,Punjab,JALANDHAR,DEPUTY COMMISSIONER JALANDHAR,CHARANJIT SINGH CHANNI,JALANDHAR(SC),2026-08-31,SHRI GURU NANAK INTERLOCKING CEMENT TILE,Payment In-Progress,149110.0
149,Construction of stadiums,WS/MP18272/2026-2027/222318,West Bengal,Paschim Medinipur,DISTRICT MAGISTRATE PASCHIM MEDINIPUR,KALIPADA SAREN,JHARGRAM(ST),2026-08-17,RAJAT SUBHRA MANDAL,Payment In-Progress,4881631.0
150,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18263/2025-2026/173840,Karnataka,CHIKKAMAGALURU,DEPUTY COMMISSIONER CHIKMAGALUR,KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,2026-08-18,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,75000.0
151,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18082/2025-2026/187502,Karnataka,TUMAKURU,DEPUTY COMMISSIONER TUMKUR,GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),2026-08-10,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,250000.0
152,Construction of buildings for training institutions,WS/MP18093/2026-2027/217128,Karnataka,TUMAKURU,DEPUTY COMMISSIONER TUMKUR,V. SOMANNA,TUMKUR,2026-08-05,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,750000.0
153,Installing tube-wells and borewells,WS/MP18093/2026-2027/217130,Karnataka,TUMAKURU,DEPUTY COMMISSIONER TUMKUR,V. SOMANNA,TUMKUR,2026-07-27,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,375000.0
154,Construction of common work sheds/ common covered sitting area,WS/MP653/2025-2026/271170,Madhya Pradesh,DEWAS,DISTRICT COLLECTOR DEWAS,Mahendra Singh Solanky,DEWAS(SC),2026-09-01,CEO Janpad Panchayat Dewas,Payment In-Progress,600000.0
155,Purchase of vans and buses for educational institutions,WS/MP18305/2026-2027/302713,Kerala,MALAPPURAM,DISTRICT COLLECTOR MALAPPURAM,E.T. MOHAMMED BASHEER,MALAPPURAM,2026-08-24,SML ISUZU LTD,Payment In-Progress,1768000.0
156,Purchase of vans and buses for educational institutions,WS/MP18305/2026-2027/302829,Kerala,MALAPPURAM,DISTRICT COLLECTOR MALAPPURAM,E.T. MOHAMMED BASHEER,MALAPPURAM,2026-08-29,SML ISUZU LTD,Payment In-Progress,1976000.0
157,Construction of community centers and community halls,WS/MP300/2026-2027/226384,Odisha,KHORDHA,DISTRICT COLLECTOR KHORDHA,Smt Aparajita Sarangi,BHUBANESWAR,2026-08-29,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,3000.0
158,Construction of community centers and community halls,WS/MP18093/2026-2027/228510,Karnataka,TUMAKURU,DEPUTY COMMISSIONER TUMKUR,V. SOMANNA,TUMKUR,2026-07-02,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,750000.0
159,Construction of additional rooms and halls in the existing public and community building,WS/MP18082/2025-2026/242466,Karnataka,CHITRADURGA,DEPUTY COMMISSIONER CHITRADURGA,GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),2026-08-31,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,375000.0
160,Street lights,WS/MP18222/2025-2026/171412,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-08-18,Ajay Kumar Singh,Payment In-Progress,19992.0
161,Street lights,WS/MP18222/2025-2026/183819,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-08-18,Ajay Kumar Singh,Payment In-Progress,19992.0
162,Street lights,WS/MP18222/2025-2026/184028,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-08-18,Ajay Kumar Singh,Payment In-Progress,19992.0
163,Street lights,WS/MP18222/2025-2026/184339,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
164,Street lights,WS/MP18222/2025-2026/184342,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992.0
165,Lighting of public spaces,WS/MP746/2026-2027/232927,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM,Kani K Navas,RAMANATHAPURAM,2026-08-28,FPLUS ENTERPRISES,Payment In-Progress,430000.0
166,Construction of community centers and community halls,WS/MP18072/2026-2027/261891,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-08-31,BIRENDRA KUMAR MAHATO,Payment In-Progress,375000.0
167,Construction of footpaths and pedestrian ways,WS/MP18072/2026-2027/277323,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-08-31,BIRENDRA KUMAR MAHATO,Payment In-Progress,190000.0
168,Construction of common work sheds/ common covered sitting area,WS/MP18072/2026-2027/277325,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-08-31,BIRENDRA KUMAR MAHATO,Payment In-Progress,175000.0
169,Construction of common work sheds/ common covered sitting area,WS/MP18072/2026-2027/277324,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-08-31,BIRENDRA KUMAR MAHATO,Payment In-Progress,225000.0
170,Construction of footpaths and pedestrian ways,WS/MP18072/2026-2027/276178,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-08-31,BIRENDRA KUMAR MAHATO,Payment In-Progress,85000.0
171,Construction of community centers and community halls,WS/MP18072/2026-2027/276176,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-08-31,BIRENDRA KUMAR MAHATO,Payment In-Progress,375000.0
172,Construction of public staircase/ stair ghat for public convenience,WS/MP18072/2026-2027/273079,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-08-31,BIRENDRA KUMAR MAHATO,Payment In-Progress,165000.0
173,Construction of public staircase/ stair ghat for public convenience,WS/MP18072/2026-2027/273080,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-08-31,BIRENDRA KUMAR MAHATO,Payment In-Progress,165000.0
174,Construction of footpaths and pedestrian ways,WS/MP18072/2026-2027/283708,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-08-31,BIRENDRA KUMAR MAHATO,Payment In-Progress,140000.0
175,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18072/2026-2027/277322,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-08-31,BIRENDRA KUMAR MAHATO,Payment In-Progress,150000.0
176,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18072/2026-2027/275551,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-08-31,BIRENDRA KUMAR MAHATO,Payment In-Progress,200000.0
177,Providing drains and gutters for public drainage,WS/MP18072/2026-2027/276179,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-08-31,BIRENDRA KUMAR MAHATO,Payment In-Progress,125000.0
178,Construction of public staircase/ stair ghat for public convenience,WS/MP18072/2026-2027/273078,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-08-31,BIRENDRA KUMAR MAHATO,Payment In-Progress,165000.0
179,Providing drains and gutters for public drainage,WS/MP18072/2026-2027/230798,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-08-31,BIRENDRA KUMAR MAHATO,Payment In-Progress,200000.0
180,Construction of common work sheds/ common covered sitting area,WS/MP18072/2025-2026/225052,Jharkhand,BOKARO,DEPUTY COMMISSIONER BOKARO,DULU MAHATO,DHANBAD,2026-08-27,SABBIR ANSARI,Payment In-Progress,244000.0
181,Providing drains and gutters for public drainage,WS/MP18072/2025-2026/226948,Jharkhand,BOKARO,DEPUTY COMMISSIONER BOKARO,DULU MAHATO,DHANBAD,2026-08-27,SABBIR ANSARI,Payment In-Progress,375000.0
182,Purchase of mobile water tankers,WS/MP18311/2026-2027/287163,Punjab,S.A.S Nagar,DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI,MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-08-10,DASHMESH ENGG WORKS,Payment In-Progress,350000.0
183,Construction of common work sheds/ common covered sitting area,WS/MP18072/2026-2027/292874,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,175000.0
184,Construction of common work sheds/ common covered sitting area,WS/MP18072/2026-2027/292869,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,175000.0
185,Construction of footpaths and pedestrian ways,WS/MP18072/2026-2027/292870,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,175000.0
186,Providing drains and gutters for public drainage,WS/MP18072/2026-2027/292873,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,75000.0
187,Construction of common work sheds/ common covered sitting area,WS/MP18072/2026-2027/273084,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,225000.0
188,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18072/2026-2027/283710,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,200000.0
189,Construction of public staircase/ stair ghat for public convenience,WS/MP18072/2026-2027/292834,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,125000.0
190,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18072/2026-2027/292872,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,100000.0
191,Construction of public staircase/ stair ghat for public convenience,WS/MP18072/2026-2027/292830,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,125000.0
192,Providing supply pipelines for drinking water,WS/MP18072/2026-2027/296342,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,200000.0
193,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18072/2026-2027/292829,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,200000.0
194,Construction of common work sheds/ common covered sitting area,WS/MP18072/2026-2027/292835,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,175000.0
195,Construction of public staircase/ stair ghat for public convenience,WS/MP18072/2026-2027/292871,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,150000.0
196,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18072/2026-2027/291953,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,200000.0
197,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18072/2026-2027/291945,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,150000.0
198,Construction of footpaths and pedestrian ways,WS/MP18072/2026-2027/291946,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,140000.0
199,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18072/2026-2027/292866,Jharkhand,DHANBAD,DEPUTY COMMISSIONER DHANBAD,DULU MAHATO,DHANBAD,2026-09-02,BIRENDRA KUMAR MAHATO,Payment In-Progress,150000.0
200,Construction of additional rooms and halls in the existing public and community building,WS/MP18314/2025-2026/256967,Punjab,BARNALA,DEPUTY COMMISSIONER BARNALA,GURMEET SINGH MEET HAYER,SANGRUR,2026-08-26,Sidhu Cement Store Fatehgarh Channa,Payment In-Progress,44630.0
201,Construction of additional rooms and halls in the existing public and community building,WS/MP18314/2025-2026/256967,Punjab,BARNALA,DEPUTY COMMISSIONER BARNALA,GURMEET SINGH MEET HAYER,SANGRUR,2026-08-26,Sidhu Cement Store Fatehgarh Channa,Payment In-Progress,17920.0
202,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP856/2025-2026/231387,Uttar Pradesh,LUCKNOW,DISTRICT MAGISTRAE LUCKNOW,Rajnath Singh,LUCKNOW,2026-08-08,MRK CONSTRUCTIONS,Payment In-Progress,133800.0
203,Construction of rooms and halls in school and colleges,WS/MP381/2026-2027/275251,Punjab,AMRITSAR,DEPUTY COMMISSIONER AMRITSAR,Shri Gurjeet Singh Aujla,AMRITSAR,2026-08-25,SURINDER TRADERS,Payment In-Progress,495474.0
204,Construction of rooms and halls in school and colleges,WS/MP381/2026-2027/275258,Punjab,AMRITSAR,DEPUTY COMMISSIONER AMRITSAR,Shri Gurjeet Singh Aujla,AMRITSAR,2026-08-25,SURINDER TRADERS,Payment In-Progress,498148.0
205,Construction of community centers and community halls,WS/MP017/2025-2026/257980,Tamil Nadu,THIRUVALLUR,DISTRICT COLLECTOR TIRUVALLUR,S. Jagathrakshakan,ARAKKONAM,2026-08-27,Raveendhra G,Payment In-Progress,1599822.0
206,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP334/2026-2027/301233,Jharkhand,BOKARO,DEPUTY COMMISSIONER BOKARO,Shri Chandra Prakash Choudhary,GIRIDIH,2026-09-02,JUNIOR ENGINEER RDSD BOKARO,Payment In-Progress,857475.0
207,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP334/2026-2027/304439,Jharkhand,BOKARO,DEPUTY COMMISSIONER BOKARO,Shri Chandra Prakash Choudhary,GIRIDIH,2026-09-02,JUNIOR ENGINEER RDSD BOKARO,Payment In-Progress,782100.0
208,Construction of common work sheds/ common covered sitting area,WS/MP334/2026-2027/223475,Jharkhand,BOKARO,DEPUTY COMMISSIONER BOKARO,Shri Chandra Prakash Choudhary,GIRIDIH,2026-09-02,JUNIOR ENGINEER RDSD BOKARO,Payment In-Progress,304575.0
209,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP334/2026-2027/223482,Jharkhand,BOKARO,DEPUTY COMMISSIONER BOKARO,Shri Chandra Prakash Choudhary,GIRIDIH,2026-09-02,JUNIOR ENGINEER RDSD BOKARO,Payment In-Progress,375000.0
210,Installing tube-wells and borewells,WS/MP334/2025-2026/223476,Jharkhand,BOKARO,DEPUTY COMMISSIONER BOKARO,Shri Chandra Prakash Choudhary,GIRIDIH,2026-08-26,JUNIOR ENGINEER RDSD BOKARO,Payment In-Progress,70000.0
211,Installing tube-wells and borewells,WS/MP334/2025-2026/223481,Jharkhand,BOKARO,DEPUTY COMMISSIONER BOKARO,Shri Chandra Prakash Choudhary,GIRIDIH,2026-08-26,JUNIOR ENGINEER RDSD BOKARO,Payment In-Progress,25000.0
212,Installing tube-wells and borewells,WS/MP334/2025-2026/211258,Jharkhand,BOKARO,DEPUTY COMMISSIONER BOKARO,Shri Chandra Prakash Choudhary,GIRIDIH,2026-08-26,JUNIOR ENGINEER RDSD BOKARO,Payment In-Progress,25000.0
213,Construction of public staircase/ stair ghat for public convenience,WS/MP334/2025-2026/211607,Jharkhand,BOKARO,DEPUTY COMMISSIONER BOKARO,Shri Chandra Prakash Choudhary,GIRIDIH,2026-08-26,JUNIOR ENGINEER RDSD BOKARO,Payment In-Progress,25000.0
214,Construction of community centers and community halls,WS/MP337/2026-2027/247788,Karnataka,SHIVAMOGGA,DEPUTY COMMISSIONER SHIMOGA,Shri B Y Raghavendra,SHIMOGA,2026-08-29,Nirmithi Kendra Shivamogga,Payment In-Progress,367500.0
215,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP494/2025-2026/226479,Uttar Pradesh,AGRA,DISTRICT MAGISTRAE AGRA,Prof SP Singh Baghel,AGRA(SC),2026-08-26,SAI ENTERPRISES,Payment In-Progress,665840.0
216,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP494/2025-2026/226492,Uttar Pradesh,AGRA,DISTRICT MAGISTRAE AGRA,Prof SP Singh Baghel,AGRA(SC),2026-08-26,SAI ENTERPRISES,Payment In-Progress,556999.0
217,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP494/2025-2026/226497,Uttar Pradesh,AGRA,DISTRICT MAGISTRAE AGRA,Prof SP Singh Baghel,AGRA(SC),2026-08-26,TANYA CONSTRUCTION,Payment In-Progress,287553.0
218,Installing community drinking water plants,WS/MP494/2025-2026/226500,Uttar Pradesh,AGRA,DISTRICT MAGISTRAE AGRA,Prof SP Singh Baghel,AGRA(SC),2026-08-26,TANYA CONSTRUCTION,Payment In-Progress,66175.0
219,Installing community drinking water plants,WS/MP494/2025-2026/226507,Uttar Pradesh,AGRA,DISTRICT MAGISTRAE AGRA,Prof SP Singh Baghel,AGRA(SC),2026-08-26,TANYA CONSTRUCTION,Payment In-Progress,65762.0
220,Installing community drinking water plants,WS/MP494/2025-2026/226509,Uttar Pradesh,AGRA,DISTRICT MAGISTRAE AGRA,Prof SP Singh Baghel,AGRA(SC),2026-08-26,TANYA CONSTRUCTION,Payment In-Progress,66077.0
